ID,x,y,z,yaw,pitch,roll
86,-297.375,237.071,-12.7894,2.45304,-0.00300531,0.0462521
87,-297.531,237.187,-12.7953,2.45357,-0.00111655,0.0463794
88,-297.737,237.276,-12.7427,2.45419,-0.000856395,0.0465084
89,-297.853,237.416,-12.7581,2.45374,-0.000120684,0.0468866
90,-298.012,237.538,-12.8086,2.45392,0.000258941,0.0470207
91,-298.129,237.715,-12.7836,2.45337,-0.000534346,0.0466959
92,-298.306,237.836,-12.8347,2.45439,-0.000435311,0.0460487
93,-298.397,237.974,-12.8293,2.45464,-0.00157318,0.0456691
94,-298.575,238.041,-12.7717,2.45574,-0.00268957,0.0447857
95,-298.706,238.169,-12.8017,2.45523,-0.00254853,0.0442649
96,-298.798,238.33,-12.8579,2.45503,-0.00298981,0.0435702
97,-298.991,238.473,-12.7955,2.45597,-0.00476365,0.0423741
98,-299.18,238.609,-12.7915,2.45674,-0.00589865,0.0411136
99,-299.284,238.749,-12.7851,2.45706,-0.00681887,0.0402163
100,-299.43,238.845,-12.8178,2.45808,-0.00647343,0.0391395
101,-299.574,238.981,-12.8493,2.45837,-0.00629556,0.0380555
102,-299.743,239.112,-12.7742,2.4591,-0.0068786,0.0381841
103,-299.914,239.226,-12.792,2.45959,-0.00574101,0.0390606
104,-300.033,239.321,-12.7568,2.45975,-0.005735,0.0391513
105,-300.167,239.462,-12.7924,2.45973,-0.00504018,0.038731
106,-300.385,239.651,-12.7966,2.46029,-0.00483969,0.0376662
107,-300.512,239.741,-12.7677,2.46099,-0.00494014,0.0364655
108,-300.635,239.866,-12.792,2.46133,-0.00401348,0.0353336
109,-300.826,240.014,-12.8509,2.46234,-0.00332972,0.0340859
110,-301.005,240.128,-12.8015,2.46298,-0.00427073,0.032937
111,-301.133,240.26,-12.8451,2.46286,-0.00373973,0.0321416
112,-301.266,240.415,-12.8012,2.46288,-0.00456778,0.0308154
113,-301.446,240.496,-12.801,2.46378,-0.00390982,0.0291943
114,-301.583,240.636,-12.7613,2.46439,-0.00341767,0.0271753
115,-301.725,240.781,-12.7946,2.46597,-0.00277637,0.0254701
116,-301.911,240.878,-12.8227,2.46841,-0.00320276,0.0232412
117,-302.118,241.075,-12.8104,2.47017,-0.0042784,0.0213188
118,-302.254,241.187,-12.7656,2.47235,-0.00519709,0.0201264
119,-302.413,241.291,-12.8249,2.47504,-0.00425866,0.0192031
120,-302.624,241.415,-12.8424,2.47751,-0.00434969,0.0185867
121,-302.758,241.605,-12.8088,2.4788,-0.00495994,0.018241
122,-302.917,241.641,-12.7806,2.48225,-0.00485966,0.0176858
123,-303.053,241.824,-12.828,2.48364,-0.00413823,0.0172361
124,-303.252,241.921,-12.8158,2.48736,-0.00477,0.0166084
125,-303.392,242.046,-12.8231,2.48991,-0.00495565,0.0157821
126,-303.565,242.193,-12.8394,2.49298,-0.00519557,0.0150038
127,-303.808,242.306,-12.8148,2.49672,-0.00583851,0.0143594
128,-303.905,242.468,-12.7746,2.49919,-0.00573665,0.0137741
129,-304.098,242.606,-12.8063,2.50447,-0.00434838,0.0125643
130,-304.296,242.654,-12.7958,2.51003,-0.00401606,0.0116403
131,-304.403,242.84,-12.8346,2.51339,-0.0032853,0.0113656
132,-304.674,242.912,-12.7924,2.52058,-0.00490288,0.0121442
133,-304.819,243.026,-12.8178,2.52633,-0.0058256,0.0133132
134,-305.074,243.122,-12.7975,2.5345,-0.00768555,0.0136236
135,-305.239,243.22,-12.7594,2.54289,-0.00916665,0.0129571
136,-305.41,243.317,-12.8261,2.55247,-0.0092171,0.0113263
137,-305.604,243.392,-12.7862,2.56357,-0.0104682,0.009584
138,-305.797,243.464,-12.7978,2.57469,-0.0102869,0.00856071
139,-306.01,243.593,-12.8756,2.58591,-0.00970595,0.00798098
140,-306.191,243.661,-12.8352,2.59851,-0.0112395,0.00772507
141,-306.413,243.75,-12.8899,2.61148,-0.0115078,0.00763817
142,-306.602,243.772,-12.8379,2.62465,-0.0132128,0.00723282
143,-306.801,243.858,-12.828,2.63759,-0.0133446,0.00586343
144,-306.976,243.907,-12.8343,2.65227,-0.0134635,0.0045369
145,-307.211,244.034,-12.8326,2.6668,-0.0138178,0.00391781
146,-307.415,244.037,-12.855,2.68297,-0.0134359,0.00413741
147,-307.639,244.07,-12.812,2.69841,-0.0139107,0.00461932
148,-307.86,244.141,-12.7841,2.71415,-0.013627,0.00544684
149,-308.065,244.157,-12.783,2.73156,-0.01266,0.00594405
150,-308.315,244.156,-12.8145,2.74983,-0.0112664,0.00560394
151,-308.468,244.205,-12.8457,2.76828,-0.0106109,0.00516772
152,-308.712,244.225,-12.8834,2.78921,-0.0106191,0.00478837
153,-308.915,244.263,-12.8455,2.80995,-0.0115876,0.00423568
154,-309.2,244.277,-12.8452,2.8325,-0.0114042,0.00404114
155,-309.458,244.26,-12.8177,2.85584,-0.0112434,0.00401032
156,-309.684,244.247,-12.813,2.87942,-0.0100018,0.00378228
157,-309.844,244.237,-12.8098,2.90298,-0.00829702,0.00317038
158,-310.115,244.236,-12.8097,2.9268,-0.00701988,0.00195392
159,-310.34,244.212,-12.8159,2.95192,-0.00614492,0.000946358
160,-310.55,244.166,-12.8429,2.97749,-0.00550504,0.000338283
161,-310.764,244.143,-12.8398,3.00284,-0.00528901,0.00042286
162,-311.063,244.015,-12.8659,3.02925,-0.00495416,0.00108375
163,-311.25,243.974,-12.8456,3.05364,-0.0050231,0.0018646
164,-311.454,243.946,-12.8034,3.07907,-0.00509864,0.00287379
165,-311.718,243.872,-12.841,3.10576,-0.00411674,0.00340669
166,-311.956,243.797,-12.8743,3.13206,-0.00386319,0.0040357
167,-312.144,243.7,-12.8622,-3.1235,-0.00381943,0.00483389
168,-312.402,243.592,-12.8698,-3.09659,-0.00308796,0.00507465
169,-312.63,243.52,-12.8266,-3.07002,-0.00334335,0.00548888
170,-312.892,243.378,-12.856,-3.04172,-0.00274195,0.00588444
171,-313.128,243.338,-12.8198,-3.01437,-0.00329905,0.00678005
172,-313.378,243.213,-12.8501,-2.98465,-0.00224815,0.0076246
173,-313.586,243.077,-12.8735,-2.9556,-0.000918964,0.00843225
174,-313.798,242.927,-12.8852,-2.92663,0.000471738,0.00931257
175,-314.048,242.79,-12.9034,-2.89839,0.0013048,0.0103414
176,-314.267,242.615,-12.8593,-2.86865,0.000852586,0.0116014
177,-314.562,242.508,-12.8867,-2.84133,0.00109272,0.0121778
178,-314.775,242.273,-12.8631,-2.81146,-0.000313682,0.0117561
179,-315.022,242.106,-12.9006,-2.7821,-0.000826714,0.0112627
180,-315.245,241.899,-12.9357,-2.7534,-0.00146796,0.0121882
181,-315.508,241.752,-12.9063,-2.72485,-0.00245749,0.0139333
182,-315.71,241.557,-12.9059,-2.69683,-0.00191934,0.0151475
183,-315.983,241.277,-12.9057,-2.66754,-0.00108658,0.0159967
184,-316.23,241.073,-12.935,-2.64131,0.000105181,0.0159168
185,-316.504,240.877,-12.9056,-2.61515,0.00105787,0.0152135
186,-316.725,240.602,-12.9376,-2.58892,0.00314906,0.0133666
187,-316.954,240.392,-12.9673,-2.56577,0.00430579,0.0108039
188,-317.215,240.153,-12.9872,-2.54471,0.00539102,0.00818359
189,-317.469,239.981,-13.0156,-2.52393,0.00569923,0.00683673
190,-317.686,239.732,-12.9848,-2.50377,0.00481618,0.00758725
191,-317.923,239.486,-12.9962,-2.48757,0.00404764,0.00891711
192,-318.191,239.266,-12.9576,-2.46969,0.00210264,0.0103921
193,-318.369,239,-12.9527,-2.45181,0.00160873,0.0118657
194,-318.606,238.784,-12.9585,-2.43505,0.00161127,0.0130674
195,-318.827,238.519,-12.9952,-2.41832,0.00172854,0.0134916
196,-319.084,238.299,-12.9961,-2.402,0.000804602,0.0137247
197,-319.282,237.962,-13.0018,-2.38433,-0.000222015,0.0133742
198,-319.485,237.751,-13.0094,-2.37044,-0.00107669,0.0130439
199,-319.775,237.446,-12.9952,-2.35594,-0.00340531,0.0134488
200,-319.97,237.223,-13.0526,-2.34156,-0.00562281,0.013531
201,-319.97,237.223,-13.0526,-2.34156,-0.00562281,0.013531
