ID,x,y,z,yaw,pitch,roll
81,1702.9,994.348,0,-2.08802,-0.0296609,0.00391753
82,1702.35,993.395,0,-2.09693,-0.0314135,-0.00177666
83,1702.16,993.26,0,-2.10195,-0.03813,-0.00180366
84,1701.92,992.845,0,-2.10708,-0.0367074,-0.00263003
85,1701.8,992.538,0,-2.10239,-0.0383267,-0.00242963
86,1701.39,991.968,0,-2.11095,-0.0285828,-0.00203564
87,1701.16,991.888,0,-2.12248,-0.0362307,-0.00202097
88,1701.71,992.538,0,-2.11586,-0.0274835,9.00895E-05
89,1701.43,992.501,0,-2.13248,-0.0256778,0.000286867
90,1701.77,992.599,0,-2.11471,-0.0230721,0.000291744
91,1701.58,992.381,0,-2.11742,-0.0138497,0.000684535
92,1701.38,991.996,0,-2.12053,-0.0273322,-1.16638E-05
93,1701.26,991.717,0,-2.11874,-0.0331477,0.000196532
94,1701.3,991.757,0,-2.1247,-0.020239,-0.00241585
95,1701.07,991.491,0,-2.13064,-0.018556,-0.002162
96,1700.91,991.407,0,-2.13912,-0.0186297,-0.00358972
97,1700.76,991.102,0,-2.13787,-0.0274971,-0.00350147
98,1700.32,990.45,0,-2.14115,-0.0216164,-0.00302758
99,1699.82,989.585,0,-2.13755,-0.00966148,0.000939406
100,1699.77,989.403,0,-2.13219,-0.00957229,0.00116791
101,1699.3,988.558,0,-2.13178,-0.00721777,0.0045288
102,1699.26,988.386,0,-2.1283,-0.0101554,0.00478717
103,1699.65,989.085,0,-2.14209,-0.0103745,0.0154419
104,1699.54,988.777,0,-2.13807,-0.00236917,0.0159101
105,1699.36,987.805,0,-2.12356,-0.0115495,0.0217853
106,1699.17,987.716,0,-2.13407,-0.00639884,0.0221201
107,1698.68,987.594,0,-2.16111,-0.0104316,0.0189496
108,1698.49,987.364,0,-2.16332,-0.00908424,0.0192519
109,1698.17,986.911,0,-2.16324,-0.0187049,0.0126353
110,1698,986.8,0,-2.17131,-0.025198,0.0126675
111,1698.2,986.856,0,-2.16328,-0.0194656,0.0165907
112,1697.96,986.584,0,-2.16747,-0.0241712,0.0167323
113,1697.1,985.27,0,-2.16264,-0.0196086,0.0184784
114,1696.93,985.094,0,-2.16555,-0.0179647,0.0187994
115,1696.55,984.432,0,-2.16259,-0.0210806,0.0226783
116,1696.45,984.173,0,-2.15852,-0.0274921,0.0229802
117,1697.12,985.32,0,-2.17418,-0.0199259,0.0371649
118,1696.71,984.955,0,-2.19027,-0.0249912,0.0377846
119,1696.36,984.198,0,-2.18135,-0.0177217,0.0502983
120,1696.3,984.062,0,-2.18046,-0.00912704,0.0509024
121,1696.83,984.903,0,-2.18596,-0.0196833,0.0474241
122,1696.74,984.654,0,-2.18254,-0.0251996,0.0479651
123,1696.41,983.613,0,-2.174,-0.0357268,0.0355758
124,1696.39,983.473,0,-2.1707,-0.0362613,0.0361461
125,1695.53,982.189,0,-2.18322,-0.0411767,0.0332571
126,1695.44,982.071,0,-2.18375,-0.0451587,0.0335457
127,1695.7,982.423,0,-2.19388,-0.036584,0.027964
128,1695.4,982.178,0,-2.19911,-0.0342728,0.0282454
129,1696.07,983.686,0,-2.21438,-0.0274738,0.0343998
130,1695.9,983.467,0,-2.2146,-0.034207,0.0345589
131,1695.01,982.344,0,-2.20923,-0.0333563,0.039955
132,1694.82,982.059,0,-2.20981,-0.0349333,0.040412
133,1694.35,981.843,0,-2.23097,-0.0345407,0.0403791
134,1694.35,981.569,0,-2.21245,-0.0351107,0.0411635
135,1694.14,981.472,0,-2.22074,-0.0382514,0.0412511
136,1693.98,981.173,0,-2.21784,-0.0449343,0.0418497
137,1693.67,980.639,0,-2.21173,-0.0516727,0.0426012
138,1693.49,980.355,0,-2.20819,-0.0574511,0.043087
139,1694.43,980.919,0,-2.18891,-0.0378242,0.0291522
140,1694.28,980.636,0,-2.18622,-0.03677,0.0296017
141,1693.74,979.935,0,-2.20238,-0.039485,0.0204064
142,1693.65,979.916,0,-2.20398,-0.0437229,0.0203305
143,1694.23,981.243,0,-2.22099,-0.0286778,0.0340539
144,1694.04,980.754,0,-2.21145,-0.0275941,0.0347692
145,1692.9,978.955,0,-2.20517,-0.0399738,0.0280385
146,1692.68,978.783,0,-2.2083,-0.0442661,0.0279608
147,1692.24,978.527,0,-2.21547,-0.0401526,0.0347406
148,1692.16,978.441,0,-2.21584,-0.0335547,0.0352084
149,1692.68,979.333,0,-2.21597,-0.0315971,0.0439975
150,1692.51,979.111,0,-2.21591,-0.0335238,0.0442795
151,1692.18,978.575,0,-2.20371,-0.0368681,0.0426482
152,1692.03,978.332,0,-2.20035,-0.0368314,0.0430119
153,1691.73,977.978,0,-2.2006,-0.0561092,0.0428355
154,1691.28,976.951,0,-2.19242,-0.0457656,0.0350756
155,1691.01,976.742,0,-2.1982,-0.049948,0.035074
156,1691.29,977.232,0,-2.19778,-0.0378261,0.0433493
157,1691.11,977.056,0,-2.19896,-0.0453744,0.043412
158,1690.86,976.232,0,-2.18583,-0.0375881,0.0407251
159,1690.67,976.249,0,-2.19385,-0.04353,0.0404978
160,1691.16,976.591,0,-2.18575,-0.0334272,0.0382958
161,1690.92,976.496,0,-2.19257,-0.0392832,0.0380958
162,1690.34,975.96,0,-2.19051,-0.0357408,0.0326733
163,1690.23,975.855,0,-2.19173,-0.0431033,0.0324754
164,1690.72,976.516,0,-2.18616,-0.0358308,0.0357602
165,1690.57,976.361,0,-2.18601,-0.033591,0.0360052
166,1690.07,975.181,0,-2.16941,-0.0357791,0.0329096
167,1689.94,974.947,0,-2.16617,-0.0343067,0.033181
168,1689.81,974.731,0,-2.17121,-0.0383184,0.0283576
169,1689.72,974.356,0,-2.1603,-0.0383343,0.0288125
170,1689.21,973.788,0,-2.17066,-0.0416353,0.0239062
171,1689.11,973.689,0,-2.17089,-0.0506386,0.023753
172,1688.62,973.292,0,-2.18071,-0.0430909,0.0152612
173,1688.39,973.18,0,-2.18831,-0.0390197,0.0152692
174,1688.65,973.359,0,-2.17654,-0.0378645,0.010951
175,1688.52,973.181,0,-2.17575,-0.0376373,0.0110064
176,1688.2,972.681,0,-2.17152,-0.0431789,0.0109716
177,1687.85,972.504,0,-2.17102,-0.0406294,0.00654398
178,1687.76,972.321,0,-2.16862,-0.0419303,0.00659333
179,1687.76,971.974,0,-2.15493,-0.0414207,0.00490459
180,1687.63,971.859,0,-2.15777,-0.0434453,0.0025045
181,1687.46,971.674,0,-2.15985,-0.0491349,0.00238922
182,1687.32,971.516,0,-2.15451,-0.0422825,0.00165216
183,1687.22,971.401,0,-2.14918,-0.0406505,0.000336551
184,1687.09,971.3,0,-2.14643,-0.0391111,-0.000743822
185,1686.95,971.055,0,-2.14133,-0.0382595,-0.00133871
186,1686.79,970.841,0,-2.13793,-0.0364031,-0.00176642
187,1686.71,970.687,0,-2.135,-0.0347688,-0.00151917
188,1686.54,970.561,0,-2.13448,-0.0325353,-0.00148941
189,1686.48,970.381,0,-2.12991,-0.0318444,-0.00186765
190,1686.27,970.092,0,-2.1285,-0.0303091,-0.00185764
191,1686.22,969.905,0,-2.12589,-0.0289524,-0.00182389
192,1686.12,969.785,0,-2.12643,-0.0289747,-0.0027766
193,1686.01,969.601,0,-2.12465,-0.0311182,-0.00390168
194,1685.89,969.371,0,-2.12289,-0.0315541,-0.00495222
195,1685.74,969.219,0,-2.12443,-0.032117,-0.00548429
196,1685.65,969.023,0,-2.12271,-0.0328972,-0.00597224
197,1685.5,968.856,0,-2.1224,-0.0333414,-0.00670672
198,1685.42,968.671,0,-2.12223,-0.0328653,-0.00726207
199,1685.33,968.509,0,-2.12229,-0.0332455,-0.0077006
200,1685.22,968.333,0,-2.12301,-0.0334,-0.00822886
201,1685.12,968.191,0,-2.12406,-0.0321684,-0.00855036
202,1684.99,967.99,0,-2.12482,-0.0296988,-0.00895336
203,1684.9,967.798,0,-2.1243,-0.0266669,-0.00995269
204,1684.78,967.596,0,-2.12426,-0.0254853,-0.011115
205,1684.69,967.467,0,-2.12379,-0.0260304,-0.0124325
206,1684.67,967.308,0,-2.12085,-0.025734,-0.0132303
207,1684.47,967.152,0,-2.12168,-0.0247272,-0.0134081
208,1684.4,966.974,0,-2.11931,-0.0237397,-0.0128731
209,1684.34,966.841,0,-2.11785,-0.0217688,-0.0119144
210,1684.26,966.696,0,-2.11709,-0.022811,-0.0120252
211,1683.95,966.276,0,-2.11904,-0.0221053,-0.00581141
212,1683.83,966.162,0,-2.11973,-0.0232634,-0.00414912
213,1683.73,965.969,0,-2.11801,-0.024125,-0.00381242
214,1683.67,965.849,0,-2.11487,-0.024561,-0.00376958
215,1683.6,965.641,0,-2.11077,-0.0242132,-0.00321358
216,1683.54,965.414,0,-2.10641,-0.0234311,-0.00234306
217,1683.41,965.236,0,-2.10535,-0.0251546,-0.00171291
218,1683.34,965.136,0,-2.10438,-0.0236775,-0.0011819
219,1683.2,965.034,0,-2.1051,-0.0239206,-0.00110637
220,1683.06,964.727,0,-2.10162,-0.0233776,-0.000571383
221,1682.95,964.565,0,-2.1018,-0.0249781,-0.000638425
222,1682.8,964.335,0,-2.10135,-0.0242482,-0.000701432
223,1682.76,964.207,0,-2.09952,-0.0246458,-0.00050895
224,1682.66,964.036,0,-2.09897,-0.0235104,-0.000389442
225,1682.51,963.8,0,-2.10101,-0.0244262,-0.000363125
226,1682.43,963.69,0,-2.10225,-0.02376,-6.88859E-05
227,1682.29,963.391,0,-2.09975,-0.0214494,1.77709E-05
228,1682.13,963.12,0,-2.10041,-0.0213647,-0.000142997
229,1681.97,962.923,0,-2.10201,-0.0195318,0.000125942
230,1681.88,962.758,0,-2.09895,-0.0189501,0.000314727
231,1681.76,962.436,0,-2.09651,-0.0194131,0.000650089
232,1681.59,962.179,0,-2.09806,-0.0183109,0.00139527
233,1681.49,962.011,0,-2.09878,-0.0173602,0.00195248
234,1681.37,961.782,0,-2.09854,-0.015581,0.00233278
235,1681.18,961.557,0,-2.10018,-0.0152649,0.00355175
236,1681.03,961.321,0,-2.09797,-0.0151981,0.00437742
237,1680.93,961.101,0,-2.09495,-0.0171309,0.00546086
238,1680.78,960.799,0,-2.09752,-0.0171788,0.00617245
239,1680.66,960.622,0,-2.09926,-0.0167721,0.00658831
240,1680.54,960.447,0,-2.09866,-0.0195109,0.00650761
241,1680.37,960.102,0,-2.09758,-0.0157356,0.00616514
242,1680.22,959.894,0,-2.09901,-0.013723,0.00515029
243,1680.08,959.586,0,-2.09693,-0.0125101,0.00357976
244,1679.76,959.025,0,-2.09804,-0.00789712,0.00230346
245,1679.76,959.025,0,-2.09804,-0.00789712,0.00230346
246,1679.68,958.931,0,-2.10161,-0.00379794,0.00165158
247,1679.27,958.685,0,-2.11293,-0.00579863,-0.010556
248,1679.17,958.431,0,-2.1073,-0.0054333,-0.013704
249,1679.05,958.256,0,-2.10722,-0.00378341,-0.0138214
250,1678.99,958.049,0,-2.10522,-0.00439885,-0.0120032
251,1678.83,957.827,0,-2.10768,-0.00710131,-0.00860624
252,1678.72,957.636,0,-2.1088,-0.0104757,-0.00574838
253,1678.5,957.537,0,-2.11711,-0.0129618,-0.00604797
254,1678.82,958.118,0,-2.11925,-0.0104798,-0.0110627
255,1678.87,958.081,0,-2.11622,-0.0140028,-0.0122196
256,1678.7,957.851,0,-2.11837,-0.0261758,-0.0126674
257,1678.8,957.49,0,-2.10516,-0.0127656,-0.0115499
258,1678.62,957.216,0,-2.10697,-0.00799486,-0.0114519
259,1678.09,956.445,0,-2.11509,-0.0154575,-0.0129106
260,1677.96,956.153,0,-2.11137,-0.0265973,-0.0133125
261,1677.36,955.319,0,-2.11928,-0.0229212,-0.0157767
262,1677.18,955.115,0,-2.1221,-0.0252459,-0.0159804
263,1676.56,954.808,0,-2.14471,-0.0156832,-0.0204972
264,1676.46,954.588,0,-2.1403,-0.0167825,-0.0192207
265,1676.5,954.385,0,-2.13383,-0.0176614,-0.0163123
266,1676.51,954.135,0,-2.12635,-0.0147045,-0.0161101
267,1676.23,954.029,0,-2.14145,-0.0159501,-0.0134044
268,1676.06,953.865,0,-2.14533,-0.0105982,-0.0134747
269,1675.85,953.462,0,-2.1431,-0.00632375,-0.0133704
270,1676.28,953.366,0,-2.11639,-0.0293517,-0.00549907
271,1676.24,953.366,0,-2.12472,-0.0335529,-0.00102416
272,1676.15,953.053,0,-2.11713,-0.0375373,-0.000999029
273,1675.98,953.576,0,-2.1493,-0.027023,-0.00540627
274,1675.81,953.32,0,-2.14868,-0.0230715,-0.0016724
275,1675.66,953.099,0,-2.14774,-0.0217904,0.0017426
276,1675.56,952.942,0,-2.14631,-0.0214878,0.00481548
277,1675.39,952.677,0,-2.14462,-0.0193536,0.00739093
278,1675.17,952.549,0,-2.14975,-0.0222021,0.00728497
279,1674.8,952.092,0,-2.15043,-0.0238562,0.00726368
280,1674.85,952.025,0,-2.13753,-0.0138035,-0.000263668
281,1674.72,951.837,0,-2.13446,-0.0161877,-0.00103335
282,1674.6,951.474,0,-2.12532,-0.0238646,-0.00119262
283,1674.09,951.235,0,-2.13365,-0.0133985,-0.00741764
284,1674.06,950.913,0,-2.11491,-0.0159646,-0.00725854
285,1673.98,950.796,0,-2.11068,-0.0176855,-0.0074346
286,1673.42,949.43,0,-2.0822,-0.0174093,-0.00819282
287,1673.28,949.356,0,-2.08209,-0.0245401,-0.00879493
288,1673.45,949.815,0,-2.08007,-0.0141831,-0.00936676
289,1673.44,949.694,0,-2.07004,-0.0152128,-0.00579172
290,1673.39,949.552,0,-2.06013,-0.0174817,-0.00128113
291,1673.24,949.243,0,-2.04947,-0.0183629,-0.00141954
292,1673.04,949.092,0,-2.0403,-0.0187393,-0.00516439
293,1672.94,948.83,0,-2.02639,-0.0217436,-0.00531827
294,1672.88,948.597,0,-2.01173,-0.0207602,-0.00302917
295,1672.84,948.448,0,-1.99916,-0.0208606,-0.000898494
296,1672.78,948.194,0,-1.98471,-0.0185127,0.00132595
297,1672.8,947.931,0,-1.96594,-0.0189873,0.00130816
298,1672.12,946.639,0,-1.94998,-0.0180068,-0.00453856
299,1671.86,946.302,0,-1.94179,-0.0207279,-0.00483022
300,1671.7,946.044,0,-1.93307,-0.0282852,-0.00565698
301,1671.18,945.838,0,-1.93427,-0.0186385,-0.0115712
302,1671.3,945.598,0,-1.9053,-0.0200089,-0.00983644
303,1671.27,945.445,0,-1.889,-0.0221107,-0.00823374
304,1671.28,945.23,0,-1.87024,-0.0227533,-0.00602963
305,1671.26,945.092,0,-1.85237,-0.0232757,-0.00418749
306,1671.29,944.901,0,-1.83228,-0.0236037,-0.00276144
307,1671.26,944.713,0,-1.81749,-0.0234844,-0.00119726
308,1671.29,944.511,0,-1.79967,-0.0243986,0.000894859
309,1671.3,944.41,0,-1.7848,-0.0191333,0.00292904
310,1671.25,944.21,0,-1.76766,-0.0207839,0.00472416
311,1671.23,944.06,0,-1.75368,-0.0207512,0.00666963
312,1671.24,943.861,0,-1.7364,-0.0196332,0.00776926
313,1671.24,943.554,0,-1.71761,-0.0220985,0.00750551
314,1671.21,943.431,0,-1.69773,-0.0166057,0.00383606
315,1671.18,943.216,0,-1.68621,-0.0145224,0.00459097
316,1671.19,942.906,0,-1.66887,-0.0129883,0.00622158
317,1671.17,942.66,0,-1.65336,-0.0112454,0.00820052
318,1671.19,942.465,0,-1.638,-0.0113203,0.00979743
319,1671.28,942.281,0,-1.62156,-0.0116451,0.0121915
320,1671.38,942.058,0,-1.6032,-0.00909544,0.0149079
321,1671.38,941.876,0,-1.59056,-0.0053493,0.0168825
322,1671.22,941.523,0,-1.58295,-0.0104963,0.0165348
323,1671.06,940.755,0,-1.57099,-0.00597871,0.0170015
324,1671.01,940.182,0,-1.55262,-0.00668876,0.0170951
325,1671.13,939.593,0,-1.51157,-0.00716913,0.0118131
326,1671,939.478,0,-1.5004,-0.0182426,0.00717167
327,1671.07,939.056,0,-1.48027,-0.023487,0.0066925
328,1670.94,938.335,0,-1.46034,-0.019217,0.00172359
329,1671,938.093,0,-1.44399,-0.0270387,0.000972179
330,1670.91,937.712,0,-1.42201,-0.0163289,0.000203264
331,1670.91,937.539,0,-1.41073,-0.0240467,-0.000624949
332,1670.82,937.557,0,-1.39268,-0.0151157,-0.00127229
333,1670.86,937.441,0,-1.37644,-0.015662,-0.00136727
334,1670.99,937.22,0,-1.35508,-0.0152582,-0.000552754
335,1671.02,936.965,0,-1.33994,-0.00950545,0.0022876
336,1671.19,936.788,0,-1.31878,-0.00658547,0.00528103
337,1671.28,936.554,0,-1.3014,-0.00353902,0.00781064
338,1671.42,936.349,0,-1.28195,-0.00469524,0.00984852
339,1671.54,936.183,0,-1.26741,-0.00374366,0.0120984
340,1671.58,935.977,0,-1.25344,-0.00525508,0.0143688
341,1671.7,935.731,0,-1.23714,-0.00395564,0.0165485
342,1671.81,935.5,0,-1.21862,-0.00535619,0.0184877
343,1671.9,935.276,0,-1.20417,-0.00553719,0.02091
344,1672.03,935.038,0,-1.18832,-0.00612715,0.0235333
345,1672.11,934.827,0,-1.17554,-0.00652079,0.0261814
346,1672.26,934.541,0,-1.15603,-0.00861024,0.0278165
347,1672.32,934.264,0,-1.14529,-0.00826679,0.0287743
348,1672.41,934.013,0,-1.12963,-0.0122294,0.0284581
349,1672.48,933.844,0,-1.11534,-0.0126816,0.0283398
350,1672.41,933.616,0,-1.11324,-0.016889,0.0282139
351,1672.52,933.2,0,-1.10338,-0.00137675,0.0292785
352,1672.71,932.635,0,-1.09312,0.0109114,0.0304587
353,1673.29,931.865,0,-1.04687,-0.0148219,0.0180959
354,1673.11,931.749,0,-1.04364,-0.0224904,0.0139224
355,1673.31,931.545,0,-1.02757,-0.0315757,0.0134947
356,1672.88,931.645,0,-1.01999,-0.0176918,0.00929832
357,1673.02,931.208,0,-1.00249,-0.0186289,0.0107772
358,1673.16,930.974,0,-0.985485,-0.0210253,0.0110635
359,1673.31,930.699,0,-0.976764,-0.0236317,0.0108811
360,1673.64,930.569,0,-0.948311,-0.0298423,0.0105103
361,1673.91,930.054,0,-0.941,-0.0318061,0.010246
362,1674.18,930.771,0,-0.884145,-0.00729234,0.00903
363,1674.38,930.662,0,-0.878055,-0.0123892,0.0119068
364,1674.62,930.495,0,-0.870339,-0.0145628,0.0149199
365,1674.83,930.21,0,-0.866035,-0.0135199,0.0173968
366,1674.98,929.895,0,-0.8617,-0.0227861,0.0170179
367,1675.13,929.438,0,-0.869467,-0.0216824,0.0171008
368,1675.07,929.242,0,-0.863912,-0.00841173,0.00922128
369,1675.13,928.905,0,-0.857142,-0.0161795,0.00773662
370,1675.17,928.842,0,-0.851734,-0.0162,0.00772953
371,1675.39,928.443,0,-0.834625,-0.0138803,0.00655545
372,1675.6,928.193,0,-0.823993,0.000389346,0.00741456
373,1676.61,928.978,0,-0.742412,-0.0104429,0.0108519
374,1676.67,928.628,0,-0.761769,-0.0172148,0.0120041
375,1676.73,928.413,0,-0.769531,-0.013824,0.0130266
376,1676.87,928.262,0,-0.767649,-0.0147504,0.0130673
377,1676.91,927.909,0,-0.775388,-0.0165471,0.0127879
378,1677.27,927.548,0,-0.76594,-0.0197583,0.0127186
379,1678.34,926.644,0,-0.74081,-0.0164259,0.00732199
380,1678.48,926.355,0,-0.74299,-0.0128417,0.00738229
381,1678.71,925.989,0,-0.743584,-0.0237329,0.0065235
382,1678.43,926.532,0,-0.719555,-0.0204901,0.00197644
383,1678.42,926.464,0,-0.722095,-0.0228308,0.00281958
384,1678.57,926.175,0,-0.724993,-0.028023,0.00240287
385,1678.81,925.754,0,-0.730748,-0.0343494,0.00185117
386,1678.93,925.277,0,-0.75206,-0.0433002,0.00102952
387,1679.25,924.626,0,-0.774402,-0.0302585,0.00122019
388,1679.25,924.626,0,-0.774402,-0.0302585,0.00122019
389,1679.25,924.626,0,-0.774402,-0.0302585,0.00122019
